,review_text,review_date,review_title,review_stars,product_category
10,"Comprei meu fone dia 30/03 e se passaram quase 2 meses, paguei R$ 569,94. Achei que era um produto pelo menos intermediario, não achei o fone de todo tão ruim, porem pelo valor não pensa.Pós:- O isolamento não é perfeito, porem não acho ruim. Nota 7/10.- Qualidade do som. Nota 9/10 ( o fone parece baixo, porem da para configurar o equalizador direto no app JBL).- A caixinha do fone não é grande e o fone em si é confortavel na orelha. Nota 10/10- Microfone não é tão ruim, as pessoas consguem me escutar quando estou falando no em ligação. Nota 7/10Contra:- Tem um atraso significativo que me incomoda muito quando estou assistindo algum video. Nota 3/10.- As vezes quando estou escutando musica acontece alguma interferência e estoura o som e quando isso acontece quase fico surdo dependendo da altura que estou ouvindo a musica. Nota 0/10.- Não sinto que a bateria dura 32 horas como prometido, pelo menos a cada 3 dias tenho que carregar a caixinha (nunca fiz um teste a risca, porem eu so uso o fone no trajeito do caminha da minha casa para o trabalho o vice versa). Nota 6/10.Avaliação total: Nota 6/10.Esse fone so compensaria se fose uns R$150,00. Por isso não recomentoComprei ele, pois eu vi muita gente falando que era um fone bom e intermediário, porem existe outros fones mais barato tipo Baseus W04 que está uns R$190,00 +/-  e entrega uma qualidade otima pelo valor.",Reviewed in Brazil on 17 May 2023,NULL,5.0 out of 5 stars,electronics
11,"Très bon produit , utilisation quotidienne super",Reviewed in France on 20 April 2023,NULL,4.0 out of 5 stars,electronics
12,Queste cuffie mi sono poaciute. Il costo rispetto alle altre é un pó più elevato ma rispecchiano la qualità del prodotto. Ottime e leggere. Buona la durata della batteria,Reviewed in Italy on 6 June 2023,NULL,4.0 out of 5 stars,electronics
13,"JBL secondo me è una garanzia, in fatto di audio. Ero indeciso tra queste e le Rog Cetra, ma leggendo le recensioni poi sono arrivato a prendere queste. Dopo molto tempo di utilizzo posso dire che con il mio iPhone vanno benissimo, l'app di controllo è utile se si vogliono impostare comandi diversi per il touch, la qualità dell'audio è ottima e la cancellazione del rumore anche è molto buona, così come il TalkThru e l'Ambient Aware. Tutte funzioni utili da utilizzare in vari momento, quando servono, senza inificiare sull'esperienza di utilizzo o sulla  qualità! La batteria dura tantissimo!La cover in gomma che vedete in foto l'ho acquistata sempre su amazon ed è comoda perché, oltre a proteggerla dagli urti, ha un piccolo moschettone che mi permette di attaccare la custodia delle cuffie allo zaino!",Reviewed in Italy on 18 May 2023,NULL,5.0 out of 5 stars,electronics
14,Nach über 3 Jahren mit den JBL 225tws war es nun Zeit für neue JBL. Die Tune Flex sind viel kleiner und liegen gut im Ohr. Der Akku ist viel besser und die Funktionen mit Gestensteuerung funktionieren bisher auch gut. Preis-Leistung mega!,Reviewed in Germany on 16 April 2023,NULL,5.0 out of 5 stars,electronics
15,"Boa qualidade sonora, bons graves e bom acabamento.Gostei da duração da bateria e o aplicativo de configuração tem várias opções, desde equalizador (que realmente funciona) até cancelamento de ruído, funções dos toques, entre outras.Quanto ao cancelamento de ruído: tem que trocar a ponteira de borracha para funcionar um pouco melhor, mas mesmo assim, não tem grande eficiência devido ao fone não ser um ""in-ear"".",Reviewed in Brazil on 13 June 2023,NULL,5.0 out of 5 stars,electronics
16,"Ho voluto provare per la prima volta un paio di jbl ed ho acquistato queste tune buds.L'audio è veramente ottimo, bello nitido, bassi potenti, anche il volume massimo mi ha sorpreso.si collegano istantaneamente allo smartphone, i controlli touch personalizzabili non perdono mai un colpo.L'unico problema che ho riscontrato è che nonostante le 3 misure di gommini in dotazione, non rimangono molto salde nell'orecchio, non sono adatte quindi per fare sport, motivo per il quale purtroppo ho deciso di fare il reso",Reviewed in Italy on 25 May 2023,NULL,4.0 out of 5 stars,electronics
17,"Suenan muy bien. Los primeros los devolví al cabo de 1 mes más o menos, pero el proveedor como Amazon se portaron de lo más eficientes y rápidos, sustituyendolo por unos iguales y nuevos además el proveedor JBL, me obsequio con 20% de descuento en productos JBL (todo un detalle) por las molestias.Producto que recomiendo, en cuestiones técnicas no comento ya que no soy experto en sonido, pero la sensación a mi gusto es muy buena (para gustos, colores).",Reviewed in Spain on 27 May 2023,NULL,5.0 out of 5 stars,electronics
18,"Je voulais remplacer mes vieux écouteurs filaires par des sans fils sans dépenser 300€. J'ai choisi ceux là et ils sont parfait pour mon usage.La qualité du son est top (pour de la pop culture) et il n'y a pas de décalage entre le son et l'image quand on regarde une vidéo ou un film.La batterie tient super bien. Juste je trouve que l'option réducteur de bruit n'est pas parfait mais au vu du prix c'est largement honnête, on n'entend plus les ventilations ce qui est top à la BU et les discussions sont attenuées.Je n'ai eu aucun problème à les connecter à mon smartphone.JBL ne me déçoit jamais, merci.",Reviewed in France on 14 February 2023,NULL,4.0 out of 5 stars,electronics
19,"O fone é ótimo, qualidade de som muito boa e você pode equalizar no aplicativo como você preferir. Em questão de ruído não cancela muito, vem várias borrachinhas para você adaptar.",Reviewed in Brazil on 15 May 2023,NULL,5.0 out of 5 stars,electronics
20,"Vengo da un paio di oneplus buds ed uno di huawei freebuds pro e il mio giudizio si basa sul paragone fatto tra le mie vecchie cuffie e queste. Cercherò di essere sintetico:Qualità del suono senza i gommini ad occludere i canali auricolari davvero ottima. La definizione del suono è, a mio avviso, molto alta, i podcast si sentono divinamente, i film la musica suonano davvero bene. I bassi non mancano e si fanno sentire quando necessari e vi assicuro che si sentono. Le oneplus a confronto hanno un suono più cupo e chiuso anche se a livello di pressione sonora hanno qualcosa in più.Con i gommini ad occludere i condotti auricolari, non si perde definizione, ma aumenta chiaramente il volume e l'immersione nel suono. Voto 8 e mezzo.Sono molto comode, almeno nelle mie orecchie, con entrambi i tipi di gommini. E sono piccole ed abbastanza discrete. Voto 8.La batteria dura davvero tanto. Voto 9.I comandi touch funzionano molto bene e l'app JBL con la quale si possono personalizzare, è fatta molto bene. Voto 8 e mezzo.L'ANC invece è proprio al minimo sindacale. Sì, funziona un po', soprattutto con i gommini che chiudono i condotti auricolari, ma non aspettatevi niente di ché, le mie freebuds pro sono su un altro pianeta. Qui invece rasentiamo la sufficienza.Voto 6 meno.I microfoni sembrano funzionare bene. Le uso da un mese ed ho fatto molte chiamate e mai nessuno ha lamentato problemi nel capirmi o suoni particolarmente sgradevoli.Voto 8.Le consiglio come cuffie per tutti i giorni, ma non per chi necessita di un isolamento acustico di alto livello.",Reviewed in Italy on 16 October 2022,NULL,4.0 out of 5 stars,electronics
21,Suenan super bien,Reviewed in Spain on 14 April 2023,NULL,5.0 out of 5 stars,electronics
22,Simples e pratico de usar. Emparelhou muito rapidamente com todos meus aparelhos que têm a tecnologia bluetooth e funciona perfeitamente. O app permite programar o aparelho de uma maneira muito rápida.,Reviewed in Brazil on 16 May 2023,NULL,5.0 out of 5 stars,electronics
23,"Estava em busca de um fone para corrida e, por conta do formato do fone e a presença de borrachinhas de vedação, acreditei ser um modelo adequado, mas não encaixou no meu ouvido, ficou caindo e machuca a orelha após certo tempo de utilização. Além disso, o lado direito não segura bateria. Queria devolver mas não tem como :/",Reviewed in Brazil on 27 April 2023,NULL,3.0 out of 5 stars,electronics
24,"A pessoa amou o presente, qualidade excelente...",Reviewed in Brazil on 15 June 2023,NULL,5.0 out of 5 stars,electronics
25,Bon son.Assez dynamique basses pas trop lourdes.Point recherché en ce qui me concerne était un bon kit main libre et à ce niveau c'est un quasi sans faute sans bruits parasites.Réduction du bruit correcte sans plus.,Reviewed in France on 21 March 2023,NULL,4.0 out of 5 stars,electronics
26,"Havia experimentado o Buds Live da Samsung e o Tune 230 NC e não me adaptei muito bem. Mas esse modelo achei sensacional. Som e cancelamento de ruído que atendem muito bem, fixação muito confortável para o uso prolongado e também segura para a prática de exercícios. Adorei o produto!",Reviewed in Brazil on 19 May 2023,NULL,5.0 out of 5 stars,electronics
27,Alles gut,Reviewed in Germany on 14 June 2023,NULL,4.0 out of 5 stars,electronics
28,"Ich habe mir diese Kopfhörer geholt, weil ich auf folgende Punkte wert lege bei Kabellosen Kopfhörern:Tragekomfort: Die Kopfhörer fühlen sich sehr angenehm an und liegen passgenau in der Ohrmuschel. Dazu muss ich sagen, das ich die Gummi Noppen nie ausprobiert habe, weil mir keine einzige Größe passt und ich das Gefühl von diesem Gummi immer als sehr unangenehm empfand. Daher auch die Herausforderung bei der Suche nach guten Nicht Airpods. Aber endlich gibt es jetzt diese Kopfhörer, wo man sich zwischen beiden varianten entscheiden kann.Sound/Bass: Für mich nicht der Wichtigste Faktor aber was nützen Kopfhörer die gut passen, wenn sie sich schrecklich anhören. Bei diesen nicht. Natürlich ist die Aktuelle Airpod Version besser aber es kommt dem wirklich sehr nahe. Der Bass ist bei höherer Lautstärke schon etwas zu spüren und auch der Sound ist klar und gut. Einziger Unterschied zu anderen Kopfhörern: Wenn man keine Musik hört und die Kopfhörer nur angeschaltet im Ohr hat, hört man ein leises Rauschen. Hört sich ein wenig so an als wenn es draußen Windig ist oder so und auch nur wenn man keine anderen Hintergrundgeräusche hat fällt es auf. War aber für mich kein großer Nachteil.Allerdings ist draußen der Wind am Kopfhörer deutlich zu spüren und das Mikro reagiert wohl etwas empfindlich darauf. Darauf sollte man achten.Akkulaufzeit: Ich hatte die Kopfhörer in der Arbeit getestet. Bei 8 Stunden mit nur einer halben Stunde Ladezeit zwischendurch sind die Jbls wirklich erstaunlich. Hätte nicht gedacht das die so lange durch halten. Dabei war auch nie ein Aussetzer oder ähnliches dabei.Telefonieren: Da ich schon viele Kopfhörer getestet habe war ich bei diesem Punkt ganz besonders misstrauisch. Weil die wenigsten Kabellosen Kopfhörer sind gut zum Telefonieren geeignet. Aber meine Partnerin hat sich nie beschwert, ich war wohl immer sehr gut zu verstehen und die Verbindung hat auch immer gut gehalten. Sehr gut.Einzig die Case muss ich sagen haut mich jetzt nicht um. Also sie tut was sie soll und schließt gut aber von der Verarbeitung hat das JBL auch schon besser gemacht. Kein großer Nachteil.An sich wirklich ein guter Ersatz zu Airpods und für alle, denen es ähnlich geht und  die mit diesen Gummi Noppen nicht zurecht kommen.",Reviewed in Germany on 16 January 2023,NULL,5.0 out of 5 stars,electronics
29,"O fone é realmente muito bom, surpreendeu demais !! RECOMENDO",Reviewed in Brazil on 5 June 2023,NULL,5.0 out of 5 stars,electronics
30,"Comprei o fone para assistir vídeo aulas e utilizaria o cancelamento de ruídos, mas não funciona.",Reviewed in Brazil on 5 May 2023,NULL,3.0 out of 5 stars,electronics
31,"Léger, solide, super pour n écouter que sa musique avec l'Active Noise Canceller",Reviewed in France on 17 May 2023,NULL,5.0 out of 5 stars,electronics
32,"Audio ottimo,bassi buoni ma purtroppo la cancellazione del rumore pessima. Quando si riceve una telefonata l'interlocutore sente un ronzio fortissimo e fastidiosissimo ,tipo quando si è in macchina e si passa con le ruote in una buca oppure su piccole disconnessione ma anche in ambienti un po' rumorosi.Peccato perché in confronto ad altri marchi si presentano più eleganti con una bella e comoda custodia e come già detto un ottimo audio, adesso non so se fosse solamente un difetto di quel modello a me arrivati,ma nel dubbio li ho restituiti.",Reviewed in Italy on 9 February 2023,NULL,4.0 out of 5 stars,electronics
33,Good sound 👌 awesome,Reviewed in the United Kingdom on 13 April 2023,NULL,5.0 out of 5 stars,electronics
34,Mic is terrible even in the slightest of wind.,Reviewed in the United Kingdom on 29 April 2023,NULL,3.0 out of 5 stars,electronics
35,Bon son..bonne autonomie ...je recommande,Reviewed in France on 17 May 2023,NULL,5.0 out of 5 stars,electronics
36,Muito bom. Mas passado 3 meses deixou de carregar o auricular direito,Reviewed in Spain on 16 June 2023,NULL,3.0 out of 5 stars,electronics
37,"Très bon produit. En remplacement de mes Samsung Gear. Livré dans les temps, très agréables à porter et super sonJe conseille",Reviewed in France on 26 April 2023,NULL,5.0 out of 5 stars,electronics
38,"Super Klang, sehr einfach zu koppeln… es muss nicht immer das Original von apple sein. Super zufrieden, definitiv Daumen hoch.",Reviewed in Germany on 15 February 2023,NULL,5.0 out of 5 stars,electronics
39,Excelente fone de ouvido. O som é muito bom com graves bem fortes.,Reviewed in Brazil on 2 June 2023,NULL,5.0 out of 5 stars,electronics
40,Tiene muy buenos bajos y ecualizadores,Reviewed in Spain 🇪🇸 on 25 May 2023,NULL,5.0 out of 5 stars,electronics
41,"Immer Probleme mit in-Ear-Kopfhörern gehabt - die ersten, die passen!",Reviewed in Germany 🇩🇪 on 11 May 2023,NULL,5.0 out of 5 stars,electronics
42,Produto muito bom ...ótimo produto,Reviewed in Brazil 🇧🇷 on 20 June 2023,NULL,5.0 out of 5 stars,electronics
43,I was looking for this specific design of headphones. the thing that you can change the tips is useless imho and they just scratch you. the noise cancelling is not great but that's due to the design of the In-Ear Headphones that doens't really make it perfect.If you consider buying them for the noise cancelling better getting something else.,Reviewed in Germany 🇩🇪 on 13 February 2023,NULL,4.0 out of 5 stars,electronics
44,"Hanno sicuramente una buona qualità audio ma, appena alzi un poco il volume i bassi tendono a distorcere. La cancellazione del rumore funzionicchia, non sono le airpod, ma funzionano.",Reviewed in Italy 🇮🇹 on 3 February 2023,NULL,4.0 out of 5 stars,electronics
45,"Eccezionali, discreti, perfetti",Reviewed in Italy 🇮🇹 on 23 April 2023,NULL,5.0 out of 5 stars,electronics
46,"Der Sound ist sehr ausgewogen, angenehme Höhen, Bässe sind satt und tief. Allerdings nur unter der Voraussetzung, dass man die Ohrhörer millimetergenau präzise im Ohr platziert (Manual lesen!). Mein primärer Kaufgrund war maximaler Tragekomfort ohne drücken oder reiben - diesbezüglich eine volle Kaufempfehlung. Ein sehr großer Negativpunkt ist allerdings die Tatsache, dass die Ohrhörer leider beim Rennradfahren vollkommen unbrauchbar sind. Massives Rauschen/Windgeräusche, sodass kaum Musik im Ohr ankommt (Anm.: die optionalen mitgelieferten gummiaufsätze sind unbequem und werden von mir nicht genutzt). Das Problem ist mutmaßlich dem kantigen Design geschuldet. Für Indoor-Training dagegen super geeignet, kein verrutschen, kein rausfallen, perfekter Sitz.",Reviewed in Germany 🇩🇪 on 30 April 2023,NULL,3.0 out of 5 stars,electronics
47,"Fone muito bom , não escuta os ruídos externos",Reviewed in Brazil 🇧🇷 on 11 May 2023,NULL,5.0 out of 5 stars,electronics
48,Chegou super rápido,Reviewed in Brazil 🇧🇷 on 13 May 2023,NULL,5.0 out of 5 stars,electronics
49,"Buon rapporto qualità prezzo, forse non comodissime",Reviewed in Italy 🇮🇹 on 3 February 2023,NULL,4.0 out of 5 stars,electronics
50,Excelente!@,Reviewed in Italy on 31 January 2023,NULL,5.0 out of 5 stars,electronics
51,"Muito bom, recomendo a compra..!",Reviewed in Brazil on 3 May 2023,NULL,5.0 out of 5 stars,electronics
52,"Akku Leistung ist der hammer.Sitzen tip top im Ohr.Bass vollkommen ausreichend.Telefonieren klappt auch Spitze.Eine sache nervt ist aber nicht so schlimm.Ich brauche kein noice canceling oder wie das heißt, leider schaltet sich das immer wiederein obwohl ich es nicht will. Wenn es nach mir geht sollte man das sowieso abschaffen.Klare Kauf Empfehlung!!!!",Reviewed in Germany on 27 March 2023,NULL,5.0 out of 5 stars,electronics
53,"Som excelente, graves médios e agudos muito presentes e equilibrados, resumidamente.. vale cada centavo.",Reviewed in Brazil on 29 April 2023,NULL,5.0 out of 5 stars,electronics
54,"Le son est top. Les commandes tactiles fonctionnent très bien, l'application jbl est bien faite mais ne tiennent pas dans mes oreilles même avec les différents embouts. L'autonomie n'est pas terrible non plus. Je vais les renvoyer",Reviewed in France on 15 February 2023,NULL,3.0 out of 5 stars,electronics
55,"Le cuffie oggettivamente spaccato, il suo è meraviglioso, il design molto bello e l’app è fatta benissimo MA le condizioni in cui ho ricevuto l’articolo solo terrificanti. I gommini erano completamente assenti, la confezione aperta, le cuffie già in custodia quando invece era stata predisposto uno spazio da cui prelevarle personalmente. Tra l’altro si trattava di un regalo per cui ho dovuto ordinare un altro modello sempre JBL all’ultimo momento per sostituirle anche se credo che alla fine ordinerò nuovamente queste rendendo le altre. Attenzione alle spedizioni per favore.",Reviewed in Italy on 6 June 2023,NULL,2.0 out of 5 stars,electronics
56,"Fone muito bom, superou as expectativas!Vale a pena!",Reviewed in Brazil on 13 April 2023,NULL,5.0 out of 5 stars,electronics
57,"Muito bom, otimo para academia n sentir nenhuma dificuldade n sai do ouvindo msm correndo. Super confortavél da pra dormi com ele de boa, pra jogar praticamente n tem atraso. Som tb é exelente.",Reviewed in Brazil on 19 April 2023,NULL,5.0 out of 5 stars,electronics
58,"Ca fait 2 mois que je les utilisent et franchement bof, le son se coupe assez régulièrement pendant quelques secondes avant de revenir même si vous avez votre tel sur vous et des fois en les rangeant dans leurs boitier ils gardent la connexion ce qui fait que vous n'avez plus de son sur votre tel et que vous devez couper le bluetooth, ce qui est embêtant quand comme moi vous avez aussi une montre connecté.",Reviewed in France on 25 April 2023,NULL,2.0 out of 5 stars,electronics
59,Qualidade demaisssss,Reviewed in Brazil on 20 April 2023,NULL,5.0 out of 5 stars,electronics
60,"Top , son vraiment propre ,surtout avec les embouts intra et tienne vraiment bien dans les oreilles , bonne basse,pas mal de réglages simple et cool avec l'appli. Très bon rapport qualité prix, 99€sur boulanger et darty.",Reviewed in France 🇫🇷 on 1 February 2023,NULL,5.0 out of 5 stars,electronics
61,"Passform ist nicht optimal. Trotz das ANC angemacht zu haben, kommen eh viele Hintergrundsgräusche herein. Soundqualität ist auch, besonders bei dem Preispunkt, etwa ""underwhelming"". Zumindest bei mir hat die App, im Zusammenhang mit der von Handy Sound Equaliser, ständige Probleme bei der Übertragungsstabilität und Klangqualität.Eher enttäuscht.",Reviewed in Germany 🇩🇪 on 14 June 2023,NULL,2.0 out of 5 stars,electronics
62,"Acquistate pochi giorni fa. Il suono sarebbe anche splendido: volume alto, chiaro sulle frequenze alte e corposo sulle basse; il punto è che per ottenere ciò è necessario premere forte con le dita su entrambi gli auricolari; la conformazione degli stessi, infatti, si ""appoggia"" solo al padiglione auricolare senza adattarsi all'inizio del canale auditivo (che è un po' il problema di moltissime auricolari). In quella posizione si sentono solo alti e fastidiose frequenze medie. Provato con i 3 diversi gommini (S,M,L) in dotazione, ma nulla... non si adattano. Così stando le cose è anche impossibile un isolamento del rumore esterno. In conclusione: forse buone per chi fa telefonate e non ha pretese di buon audio (ma a quel punto non spendi quasi 100€). ASSOLUTAMENTE Sconsigliate per chi cerca un sound ottimo per ascoltare musica. Peccato, perché JBL è un buon brand.",Reviewed in Italy 🇮🇹 on 23 January 2023,NULL,2.0 out of 5 stars,electronics
63,"Compré estos JBL que eran un modelo novedad de la marca, con múltiples alabanzas de resellers, cuando los probé, la calidad del audio y la comodidad al llevarlos es alta, ahora... No esperes una cancelación de ruido buena de hecho ni regular, es mediocre. En resumidas cuentas no entiendo cómo unos auriculares de esta gama no desempechan está característica mínimamente bien. El resultado de todo esto fue una devolución del producto.",Reviewed in Spain 🇪🇸 on 1 October 2022,NULL,3.0 out of 5 stars,electronics
64,"Estou impressionado com a qualidade de som desses fones, produto top, os graves são fortes e não distorcem, parabens para a JBL pela construção e acabamento.Uso em um Iphone 13 pro, simplesmente perfeito.",Reviewed in Brazil 🇧🇷 on 1 March 2023,NULL,5.0 out of 5 stars,electronics
65,"Gut verarbeitet, sprach und Musik Qualität sind ganz gut.",Reviewed in Germany 🇩🇪 on 24 March 2023,NULL,5.0 out of 5 stars,electronics
66,"It seems ridiculous these days to think of £80 as being 'cheapish earbuds' but here we are.  Capitalism will inevitably destroy us all.Insofar as these *are* cheapish earbuds, they punch above their price point but that always has to be taken in context.  The sound quality is great, but if you're used to the subtlety of more expensive earbuds you'll really hear the difference.  The ANC is... fine, but for me fine isn't good enough.  Society has broken down.  Chaos reigns on the public transport.  If the noise cancellation can't drown out the people listening to their own music at full volume *without headphones* then it may as well not be there.There are some weird limitations though - limited controls on the headphones and poor ergonomics in both the earbud design and the case design.  I certainly would use these on a regular basis, I just don't think I'd necessarily rush to buy them when stacked up against the alternatives.",Reviewed in the United Kingdom 🇬🇧 on 18 June 2023,NULL,4.0 out of 5 stars,electronics
67,"It seems ridiculous these days to think of £80 as being 'cheapish earbuds' but here we are.  Capitalism will inevitably destroy us all.Insofar as these *are* cheapish earbuds, they punch above their price point but that always has to be taken in context.  The sound quality is great, but if you're used to the subtlety of more expensive earbuds you'll really hear the difference.  The ANC is... fine, but for me fine isn't good enough.  Society has broken down.  Chaos reigns on the public transport.  If the noise cancellation can't drown out the people listening to their own music at full volume *without headphones* then it may as well not be there.There are some weird limitations though - limited controls on the headphones and poor ergonomics in both the earbud design and the case design.  I certainly would use these on a regular basis, I just don't think I'd necessarily rush to buy them when stacked up against the alternatives.The colour is super snazzy though!",Reviewed in the United Kingdom 🇬🇧 on 18 June 2023,NULL,4.0 out of 5 stars,electronics
68,Von JBL kann man nichts anderes erwarten: er ist perfekt und auch nicht sooo teuer.,Reviewed in Germany 🇩🇪 on 4 March 2023,NULL,5.0 out of 5 stars,electronics
69,"Le cuffie sono grandi e non si adattano bene nell'orecchio, nemmeno con i gommini in ear. La cancellazione del rumore senza i sealing ear tips è inesistente, con i tips inseriti rimane comunque molto debole. La qualità sonora è nella media. I comandi a sfioramento sono comodi e precisi, anche se poco personalizzabili e presentano un certo lag nella risposta. In definitiva non le consiglio",Reviewed in Italy 🇮🇹 on 24 February 2023,NULL,2.0 out of 5 stars,electronics
70,Tom é incrível e a duração da bateria é fenomenal. Pode comprar sem medo porque o sucesso é garantido!,Reviewed in Brazil on 19 April 2023,NULL,5.0 out of 5 stars,electronics
71,"Il ya une erreur sur le message précédent, il manquait l’oreillette droite dans l’emballage.",Reviewed in France on 11 January 2023,NULL,5.0 out of 5 stars,electronics
72,"These headphones are nicely packaged and comes with the headphones, different sized earpieces, USB to USB C cable and the charging box. The quality is pretty good with a decent build quality and I really like how the box snaps shut and the headphones fit inside with magnets, they are solid and secure when placed inside. It all does feel a little plastic but everything is lightweight. Three lights on the front give you the case charge level.They connect really easily to anything, PC, phone or Chromebook. I have had them connected to each device and pairing was simple, quick and easy.The headphones come with two modes noise cancelling which blocks out some ambient noise, though it doesn't stop you hearing everything and ambient mode which lets more of the surrounding audio through the headphones. I appreciate the two different modes and you can tell the difference when you swap between them.The headphones are a slightly odd shape but do fit in my ears nicely and are comfortable, I use the smaller ear pieces. I have had more comfortable headphones in but these are pretty comfortable on the whole.The sound quality for the price of £79, as of June 2023 is very good. There is a nice crisp and clear sound with a good soundstage. Vocals are clean with a good bass level, the headphones to me are well balance with impact where needed. I have heard many headphones that are muddy and others which are too clear, these I would say are precise and strike a good balance. It is a warm tone with a good separation of instruments and you can hear those little extra bits of audio that some headphones tend to block out.If I was being super critical I would have likes the headphones to have a smaller profile but this is not picking. The audio may not stand up to more expensive headphones but for them being water resistant, have 48 hr battery life and the option to have noise cancelling (though it is not as effective as some) then these are a winner at this price point.",Reviewed in the United Kingdom on 21 June 2023,NULL,5.0 out of 5 stars,electronics
73,"EXCELENTE PRODUCTO,",Reviewed in Spain on 4 February 2023,NULL,5.0 out of 5 stars,electronics
